image_filename,class,x_min,y_min,x_max,y_max
De control_0067.jpeg,De control,178,44,300,168
De control_0068.jpeg,De control,0,12,225,211
De control_0069.jpeg,De control,0,53,225,225
De control_0069.jpeg,De control,109,0,225,34
De control_0070.jpeg,De control,0,59,168,220
De control_0070.jpeg,De control,0,0,168,52
De control_0071.jpeg,De control,29,156,179,195
De control_0071.jpeg,De control,0,0,202,149
De control_0072.png,De control,57,43,167,196
De control_0073.jpeg,De control,14,61,152,215
De control_0074.jpeg,De control,0,141,88,225
De control_0074.jpeg,De control,0,51,225,181
De control_0075.jpeg,De control,13,13,212,210
De control_0076.jpeg,De control,13,0,225,225
De control_0077.jpeg,De control,21,55,156,207
De control_0078.jpeg,De control,14,40,199,183
De control_0079.jpeg,De control,0,18,213,213
De control_0080.jpeg,De control,37,5,225,225
De control_0081.jpeg,De control,24,20,225,171
De control_0082.jpeg,De control,97,167,198,225
De control_0082.jpeg,De control,12,172,83,225
De control_0082.jpeg,De control,24,0,196,120
De control_0083.jpeg,De control,0,0,280,170
De control_0084.jpeg,De control,59,25,164,203
De control_0085.jpeg,De control,0,49,203,170
De control_0085.jpeg,De control,85,29,114,50
De control_0085.jpeg,De control,181,29,210,50
De control_0086.jpeg,De control,33,8,271,155
De control_0087.jpeg,De control,0,185,74,225
De control_0087.jpeg,De control,0,0,225,187
De control_0088.jpeg,De control,0,45,136,183
De control_0088.jpeg,De control,157,101,276,139
De control_0089.jpeg,De control,10,40,218,179
De control_0090.jpeg,De control,5,5,236,206
De control_0091.jpeg,De control,0,31,249,183
De control_0092.jpeg,De control,0,0,240,182
De control_0093.jpeg,De control,112,174,150,225
De control_0093.jpeg,De control,74,0,162,225
De control_0094.png,De control,58,45,166,193
De control_0095.jpeg,De control,7,0,259,185
De control_0096.jpeg,De control,60,39,165,197
De control_0097.jpeg,De control,29,37,99,154
De control_0097.jpeg,De control,23,43,242,152
De control_0098.jpeg,De control,24,0,193,159
De control_0098.jpeg,De control,198,0,318,159
De control_0098.jpeg,De control,0,128,17,159
De control_0099.jpeg,De control,10,10,191,241
De control_0100.jpeg,De control,0,121,1490,1368
De control_0101.jpg,De control,34,0,613,393
De control_0102.jpeg,De control,1141,780,1182,799
De control_0102.jpeg,De control,0,41,1203,799
De control_0102.jpeg,De control,511,0,589,67
De control_0102.jpeg,De control,704,0,765,42
De control_0102.jpeg,De control,814,12,850,37
De control_0102.jpeg,De control,1169,10,1203,36
De control_0102.jpeg,De control,875,0,940,35
De control_0102.jpeg,De control,121,0,166,15
De control_0103.jpeg,De control,0,19,474,609
Explosivos_0000.jpg,Explosivos,119,0,280,42
Explosivos_0001.jpg,Explosivos,149,0,173,24
Explosivos_0002.jpg,Explosivos,63,0,310,163
Explosivos_0003.jpg,Explosivos,34,41,198,159
Explosivos_0003.jpg,Explosivos,97,0,170,48
Explosivos_0003.jpg,Explosivos,193,0,233,35
Explosivos_0003.jpg,Explosivos,270,0,318,20
Explosivos_0004.jpg,Explosivos,19,48,254,183
Explosivos_0004.jpg,Explosivos,125,37,154,50
Explosivos_0005.jpg,Explosivos,0,0,236,194
Explosivos_0006.jpg,Explosivos,245,101,282,138
Explosivos_0007.jpg,Explosivos,30,0,280,168
Explosivos_0007.jpg,Explosivos,0,82,34,168
Explosivos_0008.png,Explosivos,14,12,224,181
Explosivos_0009.jpg,Explosivos,154,0,300,168
Explosivos_0009.jpg,Explosivos,86,108,169,157
Explosivos_0009.jpg,Explosivos,7,4,140,120
Explosivos_0010.jpg,Explosivos,89,39,185,168
Explosivos_0010.jpg,Explosivos,41,132,63,168
Explosivos_0010.jpg,Explosivos,224,136,259,168
Explosivos_0010.jpg,Explosivos,41,0,233,168
Explosivos_0010.jpg,Explosivos,227,67,260,119
Explosivos_0011.jpg,Explosivos,0,29,300,168
Explosivos_0011.jpg,Explosivos,272,0,300,35
Explosivos_0012.jpg,Explosivos,0,9,256,168
Explosivos_0012.jpg,Explosivos,273,58,300,98
Explosivos_0012.jpg,Explosivos,248,0,300,44
Explosivos_0013.jpg,Explosivos,48,32,67,69
Explosivos_0014.jpg,Explosivos,0,19,90,113
Explosivos_0014.jpg,Explosivos,0,0,80,27
Explosivos_0015.jpg,Explosivos,10,10,370,123
Explosivos_0016.jpg,Explosivos,0,11,300,168
Explosivos_0017.jpg,Explosivos,0,22,264,191
Explosivos_0018.jpg,Explosivos,193,144,318,159
Explosivos_0019.jpg,Explosivos,0,61,225,155
Explosivos_0020.jpg,Explosivos,0,55,115,182
Explosivos_0020.jpg,Explosivos,194,107,211,182
Explosivos_0020.jpg,Explosivos,228,108,277,182
Explosivos_0020.jpg,Explosivos,124,94,143,135
Explosivos_0020.jpg,Explosivos,162,0,277,96
Explosivos_0020.jpg,Explosivos,0,0,124,75
Explosivos_0021.jpg,Explosivos,0,0,163,140
Explosivos_0022.jpg,Explosivos,47,0,300,168
Explosivos_0023.jpg,Explosivos,13,45,179,274
Explosivos_0024.jpg,Explosivos,85,0,296,170
Explosivos_0024.jpg,Explosivos,0,70,72,170
Explosivos_0025.jpg,Explosivos,11,31,188,133
Explosivos_0026.jpg,Explosivos,0,11,310,163
Explosivos_0027.jpg,Explosivos,250,0,318,159
Explosivos_0027.jpg,Explosivos,31,4,260,159
Explosivos_0028.jpg,Explosivos,180,188,214,213
Explosivos_0029.jpg,Explosivos,0,0,30,251
Explosivos_0029.jpg,Explosivos,29,0,201,251
Explosivos_0030.jpg,Explosivos,9,13,171,267
Explosivos_0031.jpg,Explosivos,5,5,194,250
Explosivos_0032.jpg,Explosivos,97,0,209,165
Explosivos_0033.jpg,Explosivos,65,0,299,168
Explosivos_0033.jpg,Explosivos,29,77,64,111
Explosivos_0034.jpg,Explosivos,44,0,192,208
Explosivos_0035.jpg,Explosivos,0,226,29,259
Explosivos_0035.jpg,Explosivos,48,0,194,259
Explosivos_0035.jpg,Explosivos,0,31,66,148
Explosivos_0035.jpg,Explosivos,0,0,30,25
Explosivos_0036.jpg,Explosivos,0,11,235,214
Punzocortante_0000.jpg,Punzocortante,885,1280,928,1300
Punzocortante_0000.jpg,Punzocortante,756,1262,774,1300
Punzocortante_0000.jpg,Punzocortante,141,357,1300,1300
Punzocortante_0000.jpg,Punzocortante,46,1149,164,1266
Punzocortante_0000.jpg,Punzocortante,0,968,100,1031
Punzocortante_0000.jpg,Punzocortante,68,776,152,868
Punzocortante_0000.jpg,Punzocortante,0,636,15,673
Punzocortante_0000.jpg,Punzocortante,525,167,763,403
Punzocortante_0000.jpg,Punzocortante,909,169,1160,389
Punzocortante_0000.jpg,Punzocortante,265,176,335,203
Punzocortante_0000.jpg,Punzocortante,765,29,897,179
Punzocortante_0000.jpg,Punzocortante,35,28,163,175
Punzocortante_0000.jpg,Punzocortante,239,137,288,172
Punzocortante_0000.jpg,Punzocortante,1154,51,1265,163
Punzocortante_0001.jpeg,Punzocortante,19,205,44,225
Punzocortante_0001.jpeg,Punzocortante,192,85,225,138
Punzocortante_0002.jpg,Punzocortante,1101,653,1195,674
Punzocortante_0002.jpg,Punzocortante,723,555,810,674
Punzocortante_0002.jpg,Punzocortante,620,628,683,674
Punzocortante_0002.jpg,Punzocortante,815,574,863,674
Punzocortante_0002.jpg,Punzocortante,449,554,578,674
Punzocortante_0002.jpg,Punzocortante,2,0,1024,674
Punzocortante_0002.jpg,Punzocortante,999,54,1073,113
Punzocortante_0003.jpg,Punzocortante,381,373,603,595
Punzocortante_0003.jpg,Punzocortante,997,389,1267,587
Punzocortante_0003.jpg,Punzocortante,45,381,306,587
Punzocortante_0003.jpg,Punzocortante,685,389,931,579
Punzocortante_0003.jpg,Punzocortante,381,45,611,299
Punzocortante_0003.jpg,Punzocortante,29,22,243,299
Punzocortante_0003.jpg,Punzocortante,1053,45,1267,297
Punzocortante_0003.jpg,Punzocortante,690,139,915,208
Punzocortante_0003.jpg,Punzocortante,685,21,923,203
Punzocortante_0004.jpeg,Punzocortante,10,10,215,215
Punzocortante_0005.jpeg,Punzocortante,0,53,225,186
Punzocortante_0006.jpeg,Punzocortante,0,53,225,178
Punzocortante_0007.jpeg,Punzocortante,144,192,194,259
Punzocortante_0007.jpeg,Punzocortante,96,192,144,259
Punzocortante_0007.jpeg,Punzocortante,48,192,96,259
Punzocortante_0007.jpeg,Punzocortante,0,192,48,259
Punzocortante_0007.jpeg,Punzocortante,144,128,194,192
Punzocortante_0007.jpeg,Punzocortante,96,128,144,192
Punzocortante_0007.jpeg,Punzocortante,48,128,96,192
Punzocortante_0007.jpeg,Punzocortante,0,128,48,192
Punzocortante_0007.jpeg,Punzocortante,144,64,194,128
Punzocortante_0007.jpeg,Punzocortante,96,64,144,128
Punzocortante_0007.jpeg,Punzocortante,48,64,96,128
Punzocortante_0007.jpeg,Punzocortante,0,64,48,128
Punzocortante_0007.jpeg,Punzocortante,144,0,194,64
Punzocortante_0007.jpeg,Punzocortante,96,0,144,64
Punzocortante_0007.jpeg,Punzocortante,48,0,96,64
Punzocortante_0007.jpeg,Punzocortante,0,0,48,64
Punzocortante_0008.jpeg,Punzocortante,15,21,211,212
Punzocortante_0009.jpeg,Punzocortante,47,221,170,233
Punzocortante_0009.jpeg,Punzocortante,42,15,175,212
Punzocortante_0010.jpeg,Punzocortante,21,5,247,193
Punzocortante_0011.png,Punzocortante,10,25,225,217
Punzocortante_0012.jpeg,Punzocortante,30,11,182,209
Punzocortante_0013.jpeg,Punzocortante,33,13,254,173
Punzocortante_0014.jpeg,Punzocortante,21,8,213,212
Punzocortante_0015.jpeg,Punzocortante,10,10,215,215
Punzocortante_0016.jpeg,Punzocortante,29,18,235,186
Punzocortante_0017.jpeg,Punzocortante,5,5,225,219
Punzocortante_0018.jpeg,Punzocortante,0,57,225,165
Punzocortante_0019.jpeg,Punzocortante,0,5,248,195
Punzocortante_0020.jpeg,Punzocortante,68,0,160,225
Punzocortante_0021.jpeg,Punzocortante,10,10,214,215
Punzocortante_0022.jpeg,Punzocortante,23,7,307,157
Punzocortante_0023.jpeg,Punzocortante,5,5,219,219
Punzocortante_0024.jpeg,Punzocortante,36,38,310,155
Punzocortante_0024.jpeg,Punzocortante,214,0,310,31
Punzocortante_0025.jpeg,Punzocortante,0,23,197,238
Punzocortante_0026.jpeg,Punzocortante,5,5,219,227
Punzocortante_0027.jpeg,Punzocortante,12,40,194,226
Punzocortante_0028.jpeg,Punzocortante,25,157,158,166
Punzocortante_0028.jpeg,Punzocortante,0,29,261,163
Punzocortante_0029.jpeg,Punzocortante,235,0,810,549
Punzocortante_0029.jpeg,Punzocortante,0,199,316,549
Punzocortante_0029.jpeg,Punzocortante,133,150,152,198
Punzocortante_0029.jpeg,Punzocortante,0,73,86,131
Punzocortante_0030.jpeg,Punzocortante,9,14,225,225
Punzocortante_0031.jpeg,Punzocortante,74,0,153,225
Punzocortante_0032.jpeg,Punzocortante,37,16,240,158
Punzocortante_0032.jpeg,Punzocortante,233,133,270,156
Punzocortante_0032.jpeg,Punzocortante,273,113,318,141
Punzocortante_0032.jpeg,Punzocortante,0,96,51,124
Punzocortante_0033.jpeg,Punzocortante,18,20,211,225
Punzocortante_0034.png,Punzocortante,0,79,225,142
Punzocortante_0035.jpeg,Punzocortante,10,10,146,312
Punzocortante_0036.jpeg,Punzocortante,13,12,211,211
Punzocortante_0037.jpeg,Punzocortante,0,53,225,183
Punzocortante_0038.jpeg,Punzocortante,0,78,309,142
Punzocortante_0038.jpeg,Punzocortante,0,0,355,51
Punzocortante_0039.jpeg,Punzocortante,0,21,225,211
Punzocortante_0040.jpeg,Punzocortante,0,13,225,211
Punzocortante_0041.jpeg,Punzocortante,115,90,225,225
Punzocortante_0041.jpeg,Punzocortante,0,0,35,171
Punzocortante_0042.jpeg,Punzocortante,0,0,306,126
Punzocortante_0042.jpeg,Punzocortante,284,0,398,126
Punzocortante_0043.jpeg,Punzocortante,0,42,225,167
Punzocortante_0043.jpeg,Punzocortante,0,0,87,54
Punzocortante_0044.jpeg,Punzocortante,0,124,91,225
Punzocortante_0044.jpeg,Punzocortante,13,5,205,219
Punzocortante_0045.jpeg,Punzocortante,0,75,210,135
Punzocortante_0046.jpeg,Punzocortante,0,29,225,225
Punzocortante_0047.jpeg,Punzocortante,0,45,225,167
Punzocortante_0048.jpeg,Punzocortante,7,0,182,259
Punzocortante_0049.jpeg,Punzocortante,8,27,216,225
Punzocortante_0050.png,Punzocortante,0,82,225,142
Punzocortante_0051.png,Punzocortante,0,76,225,142
Punzocortante_0052.jpeg,Punzocortante,0,79,225,137
Punzocortante_0053.jpeg,Punzocortante,10,10,233,197
Punzocortante_0054.jpeg,Punzocortante,10,10,184,249
Punzocortante_0055.jpeg,Punzocortante,5,5,219,227
Punzocortante_0056.jpeg,Punzocortante,0,50,275,115
Punzocortante_0057.jpeg,Punzocortante,11,38,355,115
Punzocortante_0058.jpeg,Punzocortante,0,15,192,262
Punzocortante_0059.jpeg,Punzocortante,15,0,251,201
Punzocortante_0060.jpeg,Punzocortante,10,10,318,144
Punzocortante_0061.jpeg,Punzocortante,10,10,214,214
Punzocortante_0062.jpeg,Punzocortante,22,5,241,194
Punzocortante_0063.jpeg,Punzocortante,13,0,225,225
Punzocortante_0064.jpeg,Punzocortante,0,93,225,225
Punzocortante_0064.jpeg,Punzocortante,0,0,225,135
Punzocortante_0065.jpeg,Punzocortante,0,37,367,122
Punzocortante_0066.jpeg,Punzocortante,84,90,300,168
Punzocortante_0066.jpeg,Punzocortante,0,80,58,121
Punzocortante_0066.jpeg,Punzocortante,134,0,300,104
Punzocortante_0066.jpeg,Punzocortante,39,17,118,74
Punzocortante_0067.jpeg,Punzocortante,10,10,217,212
Punzocortante_0068.jpeg,Punzocortante,17,0,218,212
Punzocortante_0069.jpeg,Punzocortante,0,17,200,188
Punzocortante_0070.jpeg,Punzocortante,0,195,47,225
Punzocortante_0070.jpeg,Punzocortante,33,156,69,190
Punzocortante_0070.jpeg,Punzocortante,76,119,108,163
Punzocortante_0070.jpeg,Punzocortante,107,0,225,125
Punzocortante_0071.jpeg,Punzocortante,136,0,259,194
Punzocortante_0071.jpeg,Punzocortante,0,74,144,194
Punzocortante_0072.jpeg,Punzocortante,0,88,225,157
Punzocortante_0073.jpeg,Punzocortante,164,184,206,208
Punzocortante_0073.jpeg,Punzocortante,0,0,225,196
Punzocortante_0074.jpeg,Punzocortante,24,8,343,118
Punzocortante_0075.jpeg,Punzocortante,10,10,267,172
Punzocortante_0076.jpeg,Punzocortante,3,5,225,219
Punzocortante_0077.jpeg,Punzocortante,13,11,212,214
Punzocortante_0078.jpeg,Punzocortante,28,83,225,140
Punzocortante_0079.jpeg,Punzocortante,5,5,225,219
Punzocortante_0080.jpg,Punzocortante,0,0,575,402
Punzocortante_0081.jpg,Punzocortante,465,122,482,164
Punzocortante_0082.jpeg,Punzocortante,465,1290,527,1309
Punzocortante_0082.jpeg,Punzocortante,827,1274,856,1309
Punzocortante_0082.jpeg,Punzocortante,1995,337,2043,375
Punzocortante_0082.jpeg,Punzocortante,0,275,40,307
Punzocortante_0082.jpeg,Punzocortante,1149,269,1174,305
Punzocortante_0082.jpeg,Punzocortante,0,149,65,268
Punzocortante_0082.jpeg,Punzocortante,1094,167,1353,256
Punzocortante_0082.jpeg,Punzocortante,125,0,615,193
Punzocortante_0082.jpeg,Punzocortante,1484,135,1533,175
Punzocortante_0082.jpeg,Punzocortante,1384,136,1444,160
Punzocortante_0082.jpeg,Punzocortante,0,113,16,154
Punzocortante_0082.jpeg,Punzocortante,37,53,160,150
Punzocortante_0082.jpeg,Punzocortante,1353,106,1416,138
Punzocortante_0082.jpeg,Punzocortante,1586,40,1856,133
Punzocortante_0082.jpeg,Punzocortante,1176,0,1509,118
Punzocortante_0082.jpeg,Punzocortante,1834,0,2043,106
Punzocortante_0082.jpeg,Punzocortante,617,58,743,100
Punzocortante_0082.jpeg,Punzocortante,1517,0,1707,94
Punzocortante_0082.jpeg,Punzocortante,752,0,951,94
Punzocortante_0082.jpeg,Punzocortante,0,0,153,73
Punzocortante_0082.jpeg,Punzocortante,1102,8,1176,64
Punzocortante_0083.jpeg,Punzocortante,271,290,374,305
Punzocortante_0084.jpg,Punzocortante,1016,1713,1058,1730
Punzocortante_0084.jpg,Punzocortante,21,1613,51,1666
Punzocortante_0084.jpg,Punzocortante,998,1576,1088,1664
Punzocortante_0084.jpg,Punzocortante,1192,1643,1223,1658
Punzocortante_0084.jpg,Punzocortante,1192,1577,1207,1609
Punzocortante_0084.jpg,Punzocortante,1061,1527,1091,1546
Punzocortante_0084.jpg,Punzocortante,693,1516,723,1544
Punzocortante_0084.jpg,Punzocortante,625,1448,676,1543
Punzocortante_0084.jpg,Punzocortante,1001,1515,1054,1531
Punzocortante_0084.jpg,Punzocortante,692,1447,722,1499
Punzocortante_0084.jpg,Punzocortante,1021,1379,1071,1429
Punzocortante_0084.jpg,Punzocortante,758,1152,817,1395
Punzocortante_0084.jpg,Punzocortante,626,1361,677,1392
Punzocortante_0084.jpg,Punzocortante,691,1359,722,1392
Punzocortante_0084.jpg,Punzocortante,1071,1230,1136,1270
Punzocortante_0084.jpg,Punzocortante,1116,1210,1149,1235
Punzocortante_0084.jpg,Punzocortante,1109,1163,1168,1218
Punzocortante_0084.jpg,Punzocortante,203,982,290,1183
Punzocortante_0084.jpg,Punzocortante,790,909,911,1165
Punzocortante_0084.jpg,Punzocortante,704,1132,749,1165
Punzocortante_0084.jpg,Punzocortante,1107,1048,1137,1097
Punzocortante_0084.jpg,Punzocortante,1021,1052,1075,1091
Punzocortante_0084.jpg,Punzocortante,1189,1050,1226,1066
Punzocortante_0084.jpg,Punzocortante,30,901,122,1056
Punzocortante_0084.jpg,Punzocortante,140,898,238,1009
Punzocortante_0084.jpg,Punzocortante,932,751,1012,813
Punzocortante_0084.jpg,Punzocortante,1170,690,1231,727
Punzocortante_0084.jpg,Punzocortante,964,632,981,673
Punzocortante_0084.jpg,Punzocortante,5,620,49,658
Punzocortante_0084.jpg,Punzocortante,12,523,50,619
Punzocortante_0084.jpg,Punzocortante,994,145,1270,584
Punzocortante_0084.jpg,Punzocortante,931,475,972,557
Punzocortante_0084.jpg,Punzocortante,963,434,996,466
Punzocortante_0084.jpg,Punzocortante,58,64,134,140
Punzocortante_0084.jpg,Punzocortante,137,82,185,121
Punzocortante_0084.jpg,Punzocortante,185,82,230,121
Punzocortante_0084.jpg,Punzocortante,882,48,908,66
Punzocortante_0084.jpg,Punzocortante,716,48,773,66
Punzocortante_0085.jpg,Punzocortante,837,969,895,1023
Punzocortante_0085.jpg,Punzocortante,0,577,483,1023
Punzocortante_0085.jpg,Punzocortante,598,974,651,1023
Punzocortante_0085.jpg,Punzocortante,715,909,738,1023
Punzocortante_0085.jpg,Punzocortante,669,614,818,1023
Punzocortante_0085.jpg,Punzocortante,0,108,824,1022
Punzocortante_0085.jpg,Punzocortante,870,556,895,579
Punzocortante_0085.jpg,Punzocortante,870,126,895,150
Punzocortante_0085.jpg,Punzocortante,436,0,541,84
Punzocortante_0085.jpg,Punzocortante,0,0,36,35
Punzocortante_0086.jpg,Punzocortante,0,0,183,600
Punzocortante_0086.jpg,Punzocortante,217,0,371,567
Punzocortante_0087.jpg,Punzocortante,29,0,881,546
Punzocortante_0087.jpg,Punzocortante,941,306,1013,352
Punzocortante_0087.jpg,Punzocortante,940,227,1001,294
Punzocortante_0087.jpg,Punzocortante,860,214,918,273
Punzocortante_0088.jpg,Punzocortante,107,19,190,300
Punzocortante_0089.jpg,Punzocortante,0,0,577,398
Punzocortante_0090.png,Punzocortante,0,390,1250,899
Punzocortante_0091.jpeg,Punzocortante,8,13,466,459
Punzocortante_0092.jpeg,Punzocortante,10,10,464,459
Punzocortante_0093.jpeg,Punzocortante,58,63,442,431
Punzocortante_0094.jpeg,Punzocortante,0,44,409,474
Punzocortante_0094.jpeg,Punzocortante,45,13,90,50
Punzocortante_0095.jpg,Punzocortante,761,1107,933,1200
Punzocortante_0095.jpg,Punzocortante,0,1031,1200,1200
Punzocortante_0095.jpg,Punzocortante,0,358,1200,1072
Punzocortante_0095.jpg,Punzocortante,807,83,1110,354
Punzocortante_0095.jpg,Punzocortante,243,175,284,224
Punzocortante_0095.jpg,Punzocortante,67,115,156,162
Punzocortante_0095.jpg,Punzocortante,259,99,281,126
Punzocortante_0095.jpg,Punzocortante,55,65,85,118
Punzocortante_0095.jpg,Punzocortante,1059,0,1102,63
Punzocortante_0096.jpeg,Punzocortante,13,45,474,447
Restriccion_0000.jpg,Restriccion,15,36,197,187
Restriccion_0001.jpg,Restriccion,0,12,206,225
Restriccion_0002.jpg,Restriccion,0,24,289,174
Restriccion_0003.jpg,Restriccion,243,133,284,178
Restriccion_0004.jpg,Restriccion,29,0,126,172
Restriccion_0004.jpg,Restriccion,157,0,250,171
Restriccion_0004.jpg,Restriccion,12,0,258,160
Restriccion_0005.jpg,Restriccion,0,29,219,211
Restriccion_0006.jpg,Restriccion,31,0,194,225
Restriccion_0007.jpg,Restriccion,54,13,257,183
Restriccion_0007.jpg,Restriccion,27,9,51,134
Restriccion_0008.jpg,Restriccion,10,10,274,167
Restriccion_0009.jpg,Restriccion,8,0,185,246
Restriccion_0010.jpg,Restriccion,10,10,339,134
Restriccion_0011.jpg,Restriccion,0,44,225,195
Restriccion_0012.jpg,Restriccion,42,26,257,167
Restriccion_0013.jpg,Restriccion,21,37,211,211
Restriccion_0014.jpg,Restriccion,0,0,195,168
Restriccion_0014.jpg,Restriccion,200,64,300,168
Restriccion_0015.jpg,Restriccion,0,14,224,209
Restriccion_0016.jpg,Restriccion,32,0,213,225
Restriccion_0017.jpg,Restriccion,0,0,225,211
Restriccion_0018.jpg,Restriccion,240,0,318,159
Restriccion_0018.jpg,Restriccion,10,40,105,150
Restriccion_0018.jpg,Restriccion,90,0,232,41
Restriccion_0018.jpg,Restriccion,0,0,49,24
Restriccion_0019.jpg,Restriccion,10,10,205,224
Restriccion_0020.jpg,Restriccion,0,13,225,211
Restriccion_0021.jpg,Restriccion,0,0,200,167
Restriccion_0022.jpg,Restriccion,11,0,85,218
Restriccion_0022.jpg,Restriccion,72,71,150,126
Restriccion_0022.jpg,Restriccion,128,0,225,101
Restriccion_0023.jpg,Restriccion,0,20,216,195
Restriccion_0024.jpg,Restriccion,0,0,225,209
Restriccion_0025.jpg,Restriccion,5,7,247,183
Restriccion_0026.jpg,Restriccion,10,10,215,215
Restriccion_0027.jpg,Restriccion,36,155,93,225
Restriccion_0027.jpg,Restriccion,3,0,225,174
Restriccion_0028.jpg,Restriccion,46,36,178,204
Restriccion_0029.jpg,Restriccion,13,62,211,171
Restriccion_0030.jpg,Restriccion,10,0,217,224
Restriccion_0031.jpg,Restriccion,49,48,162,147
Restriccion_0032.jpg,Restriccion,47,0,164,225
Restriccion_0033.jpg,Restriccion,19,64,204,156
Restriccion_0034.jpg,Restriccion,12,50,172,153
Restriccion_0035.jpg,Restriccion,0,43,225,184
Restriccion_0036.jpg,Restriccion,14,19,205,141
Restriccion_0037.jpg,Restriccion,42,0,263,165
Restriccion_0038.jpg,Restriccion,8,7,271,168
Restriccion_0039.jpg,Restriccion,10,10,215,214
Restriccion_0040.jpg,Restriccion,0,12,225,225
Restriccion_0041.jpg,Restriccion,0,60,187,270
Restriccion_0041.jpg,Restriccion,7,0,176,47
Restriccion_0042.jpg,Restriccion,173,171,213,212
Restriccion_0042.jpg,Restriccion,94,190,124,211
Restriccion_0042.jpg,Restriccion,0,100,222,204
Restriccion_0042.jpg,Restriccion,102,9,213,104
Restriccion_0042.jpg,Restriccion,9,9,87,87
Restriccion_0043.jpg,Restriccion,0,0,234,201
Restriccion_0044.jpg,Restriccion,177,132,276,175
Restriccion_0045.jpg,Restriccion,85,173,131,219
Restriccion_0045.jpg,Restriccion,13,125,211,211
Restriccion_0045.jpg,Restriccion,26,0,200,207
Restriccion_0046.jpg,Restriccion,33,12,244,160
Restriccion_0047.jpg,Restriccion,0,120,40,225
Restriccion_0047.jpg,Restriccion,39,189,73,225
Restriccion_0047.jpg,Restriccion,0,0,225,212
Restriccion_0048.jpg,Restriccion,12,0,274,174
Restriccion_0049.jpg,Restriccion,49,0,275,183
Restriccion_0050.png,Restriccion,0,226,202,250
Restriccion_0050.png,Restriccion,0,43,202,250
Restriccion_0050.png,Restriccion,68,6,134,20
